#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Rhodococcus equi,Bacteria;Terrabacteria group;Actinobacteria,DSSKP-R-001,SAMN08707448,PRJNA438171,GCA_003013675.1,Complete,"5,43883","68,6647",chromosome:NZ_CP027793.1/CP027793.1; plasmid plas1:NZ_CP027794.1/CP027794.1; plasmid plas2:NZ_CP027795.1/CP027795.1,,3,5064,2018-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/013/675/GCA_003013675.1_ASM301367v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/013/675/GCF_003013675.1_ASM301367v1
Rhodococcus erythropolis R138,Bacteria;Terrabacteria group;Actinobacteria,R138,SAMN02639992,PRJNA188397,GCA_000696675.2,Complete,"6,80651","62,3283",chromosome:NZ_CP007255.1/CP007255.1; plasmid pCRE138:NZ_CP007256.1/CP007256.1; plasmid pLRE138:NZ_CP007257.1/CP007257.1,,3,6141,2015-12-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/675/GCA_000696675.2_ASM69667v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/675/GCF_000696675.2_ASM69667v2
Rhodococcus fascians D188,Bacteria;Terrabacteria group;Actinobacteria,D188,SAMN04521220,PRJNA313428,GCA_001620305.1,Complete,"5,50211","64,584",chromosome:NZ_CP015235.1/CP015235.1; plasmid unnamed2:NZ_CP015237.1/CP015237.1; plasmid pFiD188:NZ_CP015236.1/CP015236.1,,3,5045,2016-04-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/305/GCA_001620305.1_ASM162030v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/305/GCF_001620305.1_ASM162030v1
Rhodococcus globerulus,Bacteria;Terrabacteria group;Actinobacteria,D757,SAMN20011299,PRJNA743326,GCA_019334125.1,Complete,"6,73962","61,7",chromosome:NZ_CP079698.1/CP079698.1,,1,6054,2021-07-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/334/125/GCA_019334125.1_ASM1933412v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/334/125/GCF_019334125.1_ASM1933412v1
Rhodococcus koreensis,Bacteria;Terrabacteria group;Actinobacteria,R85,SAMN17840531,PRJNA700828,GCA_017068375.1,Complete,"10,9099","67,1722",chromosome:NZ_CP070609.1/CP070609.1; plasmid unnamed1:NZ_CP070610.1/CP070610.1; plasmid unnamed2:NZ_CP070611.1/CP070611.1; plasmid unnamed3:NZ_CP070612.1/CP070612.1; plasmid unnamed4:NZ_CP070613.1/CP070613.1,,5,9563,2021-02-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/068/375/GCA_017068375.1_ASM1706837v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/068/375/GCF_017068375.1_ASM1706837v1
Rhodococcus opacus PD630,Bacteria;Terrabacteria group;Actinobacteria,PD630,SAMN20605963,PRJNA752705,GCA_020542785.1,Complete,"9,1663","67,2001",chromosome:NZ_CP080954.1/CP080954.1; plasmid pRoPD630_1:NZ_CP080955.1/CP080955.1; plasmid pRoPD630_2:NZ_CP080956.1/CP080956.1; plasmid pRoPD630_3:NZ_CP080957.1/CP080957.1,,4,8051,2021-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/542/785/GCA_020542785.1_ASM2054278v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/542/785/GCF_020542785.1_ASM2054278v1
Rhodococcus pyridinivorans SB3094,Bacteria;Terrabacteria group;Actinobacteria,SB3094,SAMN02641478,PRJNA231235,GCA_000511305.1,Complete,"5,59051","67,8052",chromosome:NC_023150.1/CP006996.1; plasmid unnamed:NC_023144.1/CP006997.1; plasmid unnamed2:NC_023145.1/CP006998.1,,3,5018,2013-12-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/305/GCA_000511305.1_ASM51130v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/305/GCF_000511305.1_ASM51130v1
Rhodococcus qingshengii,Bacteria;Terrabacteria group;Actinobacteria,CS98,SAMD00222554,PRJDB9718,GCA_015099595.1,Complete,"6,72611","62,3484",chromosome:NZ_AP023172.1/AP023172.1; plasmid RQCS_2:NZ_AP023173.1/AP023173.1,,2,6093,2020-10-05T23:05:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/099/595/GCA_015099595.1_ASM1509959v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/099/595/GCF_015099595.1_ASM1509959v1
Rhodococcus ruber,Bacteria;Terrabacteria group;Actinobacteria,C1,SAMN12726376,PRJNA564912,GCA_016804345.1,Complete,"5,69885","70,4459",chromosome:NZ_CP044211.1/CP044211.1; plasmid unnamed1:NZ_CP044212.1/CP044212.1; plasmid unnamed2:NZ_CP044213.1/CP044213.1,,3,5108,2021-02-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/804/345/GCA_016804345.1_ASM1680434v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/804/345/GCF_016804345.1_ASM1680434v1
Rhodococcus triatomae,Bacteria;Terrabacteria group;Actinobacteria,DSM 44893,SAMN14089707,PRJNA606336,GCA_014217765.1,Complete,"4,77616","68,7",chromosome:NZ_CP048813.1/CP048813.1,,1,4338,2020-08-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/217/765/GCA_014217765.1_ASM1421776v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/217/765/GCF_014217765.1_ASM1421776v1
Rhodoluna lacicola,Bacteria;Terrabacteria group;Actinobacteria,MWH-Ta8,SAMN02848463,PRJNA237851,GCA_000699505.1,Complete,"1,43043","51,5",chromosome:NZ_CP007490.1/CP007490.1,,1,1358,2014-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/505/GCA_000699505.1_ASM69950v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/505/GCF_000699505.1_ASM69950v1
Rhodoluna limnophila,Bacteria;Terrabacteria group;Actinobacteria,1B-Mac,SAMN10640305,PRJNA510297,GCA_005845345.1,Complete,"1,42425","53,8",chromosome:NZ_CP040508.1/CP040508.1,,1,1331,2019-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/845/345/GCA_005845345.1_ASM584534v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/845/345/GCF_005845345.1_ASM584534v1
Rothia aeria,Bacteria;Terrabacteria group;Actinobacteria,NCTC10207,SAMEA103980422,PRJEB6403,GCA_900637985.1,Complete,"2,70781","56,4",chromosome 1:NZ_LR134479.1/LR134479.1,,1,2301,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/985/GCA_900637985.1_54949_H01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/985/GCF_900637985.1_54949_H01
Rothia amarae,Bacteria;Terrabacteria group;Actinobacteria,KJZ-9,SAMN16132388,PRJNA663431,GCA_014705945.2,Complete,"2,48388","52,2336",chromosome:NZ_CP061538.1/CP061538.1; plasmid p1:NZ_CP062957.1/CP062957.1; plasmid p2:NZ_CP062958.1/CP062958.1; plasmid p3:NZ_CP062959.1/CP062959.1,,4,2206,2020-09-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/705/945/GCA_014705945.2_ASM1470594v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/945/GCF_014705945.2_ASM1470594v2
Rothia dentocariosa ATCC 17931,Bacteria;Terrabacteria group;Actinobacteria,ATCC 17931,SAMN00120582,PRJNA48447,GCA_000164695.2,Complete,"2,50603","53,7",chromosome:NC_014643.1/CP002280.1,,1,2075,2010-11-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/695/GCA_000164695.2_ASM16469v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/695/GCF_000164695.2_ASM16469v2
Rothia nasimurium,Bacteria;Terrabacteria group;Actinobacteria,E1706032,SAMN15235892,PRJNA639408,GCA_014217215.1,Complete,"2,52622","59,2797",chromosome:NZ_CP056080.1/CP056080.1; plasmid unnamed1:NZ_CP056081.1/CP056081.1; plasmid unnamed2:NZ_CP056082.1/CP056082.1,,3,2212,2020-08-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/217/215/GCA_014217215.1_ASM1421721v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/217/215/GCF_014217215.1_ASM1421721v1
Rothia terrae,Bacteria;Terrabacteria group;Actinobacteria,KJZ-14,SAMN16132433,PRJNA663434,GCA_014705925.2,Complete,"2,66002","53,3529",chromosome:NZ_CP061539.1/CP061539.1; plasmid p1:NZ_CP062960.1/CP062960.1; plasmid p2:NZ_CP062961.1/CP062961.1; plasmid p3:NZ_CP062962.1/CP062962.1; plasmid p4:NZ_CP062963.1/CP062963.1,,5,2325,2020-09-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/705/925/GCA_014705925.2_ASM1470592v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/925/GCF_014705925.2_ASM1470592v2
Ruania alkalisoli,Bacteria;Terrabacteria group;Actinobacteria,RN3S43,SAMN16435489,PRJNA669130,GCA_014960965.1,Complete,"4,44869","68,2",chromosome:NZ_CP063169.1/CP063169.1,,1,3865,2020-10-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/960/965/GCA_014960965.1_ASM1496096v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/960/965/GCF_014960965.1_ASM1496096v1
Ruania zhangjianzhongii,Bacteria;Terrabacteria group;Actinobacteria,HY168,SAMN12551600,PRJNA559689,GCA_008000995.1,Complete,"5,10568","69,0857",chromosome:NZ_CP042828.1/CP042828.1; plasmid unnamed:NZ_CP042827.1/CP042827.1,,2,4580,2019-08-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/000/995/GCA_008000995.1_ASM800099v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/000/995/GCF_008000995.1_ASM800099v1
Rubrobacter indicoceani,Bacteria;Terrabacteria group;Actinobacteria,SCSIO 08198,SAMN09685251,PRJNA481631,GCA_003568865.1,Complete,"3,07869","63,7263",chromosome:NZ_CP031115.1/CP031115.1; plasmid unnamed1:NZ_CP031116.1/CP031116.1; plasmid unnamed2:NZ_CP031117.1/CP031117.1,,3,2997,2018-09-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/568/865/GCA_003568865.1_ASM356886v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/568/865/GCF_003568865.1_ASM356886v1
Rubrobacter marinus,Bacteria;Terrabacteria group;Actinobacteria,SCSIO 52915,SAMN13017860,PRJNA577050,GCA_011492965.1,Complete,"4,42035","69,0821",chromosome:NZ_CP045121.1/CP045121.1; plasmid unnamed1:NZ_CP045122.1/CP045122.1,,2,4289,2020-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/492/965/GCA_011492965.1_ASM1149296v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/492/965/GCF_011492965.1_ASM1149296v1
Rubrobacter tropicus,Bacteria;Terrabacteria group;Actinobacteria,SCSIO 52909,SAMN13017844,PRJNA577049,GCA_011492945.1,Complete,"4,5841","66,9657",chromosome:NZ_CP045119.1/CP045119.1; plasmid unnamed1:NZ_CP045120.1/CP045120.1,,2,4499,2020-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/492/945/GCA_011492945.1_ASM1149294v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/492/945/GCF_011492945.1_ASM1149294v1
Rubrobacter xylanophilus DSM 9941,Bacteria;Terrabacteria group;Actinobacteria,DSM 9941,SAMN02598258,PRJNA10670,GCA_000014185.1,Complete,"3,22575","70,5",chromosome:NC_008148.1/CP000386.1,,1,3186,2006-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/185/GCA_000014185.1_ASM1418v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/185/GCF_000014185.1_ASM1418v1
Saccharomonospora viridis DSM 43017,Bacteria;Terrabacteria group;Actinobacteria,DSM 43017,SAMN02598440,PRJNA20835,GCA_000023865.1,Complete,"4,30835","67,3",chromosome:NC_013159.1/CP001683.1,,1,3846,2009-08-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/865/GCA_000023865.1_ASM2386v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/865/GCF_000023865.1_ASM2386v1
Saccharopolyspora erythraea NRRL 2338,Bacteria;Terrabacteria group;Actinobacteria,NRRL 2338,SAMEA2272514,PRJEA18489,GCA_000062885.1,Complete,"8,2128","71,1",chromosome:NC_009142.1/AM420293.1,,1,7052,2007-03-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/062/885/GCA_000062885.1_ASM6288v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/062/885/GCF_000062885.1_ASM6288v1
Saccharopolyspora pogona,Bacteria;Terrabacteria group;Actinobacteria,NRRL30141,SAMN09531813,PRJNA473383,GCA_014697215.1,Complete,"9,60818","67,8857",chromosome:NZ_CP031142.1/CP031142.1; plasmid unnamed1:NZ_CP031143.1/CP031143.1; plasmid unnamed2:NZ_CP031144.1/CP031144.1,,3,8583,2020-09-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/697/215/GCA_014697215.1_ASM1469721v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/697/215/GCF_014697215.1_ASM1469721v1
Saccharopolyspora spinosa,Bacteria;Terrabacteria group;Actinobacteria,CCTCC M206084,SAMN15928325,PRJNA659843,GCA_014490055.1,Complete,"8,87644",68,chromosome:NZ_CP061007.1/CP061007.1,,1,7596,2020-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/490/055/GCA_014490055.1_ASM1449005v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/490/055/GCF_014490055.1_ASM1449005v1
Saccharothrix espanaensis DSM 44229,Bacteria;Terrabacteria group;Actinobacteria,type strain: DSM 44229,SAMEA2272236,PRJEB28,GCA_000328705.1,Complete,"9,36065","72,2",chromosome:NC_019673.1/HE804045.1,,1,8236,2012-10-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/705/GCA_000328705.1_ASM32870v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/705/GCF_000328705.1_ASM32870v1
Saccharothrix syringae,Bacteria;Terrabacteria group;Actinobacteria,NRRL B-16468,SAMN10600592,PRJNA510219,GCA_009498035.1,Complete,"10,9296","73,5",chromosome:NZ_CP034550.1/CP034550.1,,1,9114,2019-11-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/035/GCA_009498035.1_ASM949803v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/498/035/GCF_009498035.1_ASM949803v1
Salinispora tropica CNB-440,Bacteria;Terrabacteria group;Actinobacteria,CNB-440,SAMN02598367,PRJNA16342,GCA_000016425.1,Complete,"5,18333","69,5",chromosome:NC_009380.1/CP000667.1,,1,4545,2007-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/425/GCA_000016425.1_ASM1642v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/425/GCF_000016425.1_ASM1642v1
Sanguibacter keddieii DSM 10542,Bacteria;Terrabacteria group;Actinobacteria,DSM 10542,SAMN02598426,PRJNA19711,GCA_000024925.1,Complete,"4,25341","71,9",chromosome:NC_013521.1/CP001819.1,,1,3679,2009-11-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/925/GCA_000024925.1_ASM2492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/925/GCF_000024925.1_ASM2492v1
Scardovia inopinata JCM 12537,Bacteria;Terrabacteria group;Actinobacteria,JCM 12537,SAMD00061049,PRJDB65,GCA_001042695.1,Complete,"1,79786","48,6",chromosome:NZ_AP012334.1/AP012334.1,,1,1433,2015-03-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/695/GCA_001042695.1_ASM104269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/695/GCF_001042695.1_ASM104269v1
Schaalia cardiffensis F0333,Bacteria;Terrabacteria group;Actinobacteria,F0333,SAMN00260255,PRJNA543187,GCA_005886435.1,Complete,"2,23059","61,4",chromosome:NZ_CP040505.1/CP040505.1,,1,1735,2019-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/886/435/GCA_005886435.1_ASM588643v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/435/GCF_005886435.1_ASM588643v1
Schaalia meyeri,Bacteria;Terrabacteria group;Actinobacteria,FDAARGOS_985,SAMN16357154,PRJNA231221,GCA_016127995.1,Complete,"2,03304","65,6",chromosome:NZ_CP066065.1/CP066065.1,,1,1724,2020-12-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/127/995/GCA_016127995.1_ASM1612799v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/127/995/GCF_016127995.1_ASM1612799v1
Segniliparus rotundus DSM 44985,Bacteria;Terrabacteria group;Actinobacteria,DSM 44985,SAMN02598516,PRJNA37711,GCA_000092825.1,Complete,"3,15753","66,8",chromosome:NC_014168.1/CP001958.1,,1,2994,2010-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/825/GCA_000092825.1_ASM9282v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/825/GCF_000092825.1_ASM9282v1
Serinicoccus chungangensis,Bacteria;Terrabacteria group;Actinobacteria,CCUG 59777,SAMN11927947,PRJNA545772,GCA_006337125.1,Complete,"3,46344","73,1",chromosome:NZ_CP040887.1/CP040887.1,,1,3073,2019-06-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/125/GCA_006337125.1_ASM633712v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/125/GCF_006337125.1_ASM633712v1
Serinicoccus hydrothermalis,Bacteria;Terrabacteria group;Actinobacteria,JLT9,SAMN04578256,PRJNA316485,GCA_001685415.1,Complete,"3,59739","72,4",chromosome:NZ_CP014989.1/CP014989.1,,1,3321,2016-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/685/415/GCA_001685415.1_ASM168541v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/415/GCF_001685415.1_ASM168541v1
Skermania piniformis,Bacteria;Terrabacteria group;Actinobacteria,DSM 43998,SAMN20079133,PRJNA744068,GCA_019285775.1,Complete,"4,23012","68,6",chromosome:NZ_CP079105.1/CP079105.1,,1,3798,2021-07-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/285/775/GCA_019285775.1_ASM1928577v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/285/775/GCF_019285775.1_ASM1928577v1
Slackia heliotrinireducens,Bacteria;Terrabacteria group;Actinobacteria,NCTC11029,SAMEA44527918,PRJEB6403,GCA_900637575.1,Complete,"3,16616","60,2",chromosome 1:NZ_LR134379.1/LR134379.1,,1,2738,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/575/GCA_900637575.1_52006_A02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/575/GCF_900637575.1_52006_A02
Stackebrandtia nassauensis DSM 44728,Bacteria;Terrabacteria group;Actinobacteria,DSM 44728,SAMN02598427,PRJNA19713,GCA_000024545.1,Complete,"6,84156","68,1",chromosome:NC_013947.1/CP001778.1,,1,6363,2010-03-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/545/GCA_000024545.1_ASM2454v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/545/GCF_000024545.1_ASM2454v1
Streptacidiphilus bronchialis,Bacteria;Terrabacteria group;Actinobacteria,DSM 106435,SAMN08720249,PRJNA438532,GCA_003258605.2,Complete,"7,09021","72,7",chromosome:NZ_CP031264.1/CP031264.1,,1,5727,2018-07-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/258/605/GCA_003258605.2_ASM325860v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/258/605/GCF_003258605.2_ASM325860v2
Streptomyces albidoflavus,Bacteria;Terrabacteria group;Actinobacteria,J1074,SAMN02603310,PRJNA180996,GCA_000359525.1,Complete,"6,84165","73,3",chromosome:NC_020990.1/CP004370.1,,1,5788,2013-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/525/GCA_000359525.1_ASM35952v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/525/GCF_000359525.1_ASM35952v1
Streptomyces alboniger,Bacteria;Terrabacteria group;Actinobacteria,ATCC 12461,SAMN07709098,PRJNA412292,GCA_008704395.1,Complete,"7,96279","71,2",chromosome:NZ_CP023695.1/CP023695.1,,1,6698,2019-09-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/704/395/GCA_008704395.1_ASM870439v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/395/GCF_008704395.1_ASM870439v1
Streptomyces alfalfae,Bacteria;Terrabacteria group;Actinobacteria,XN-04,SAMN13546201,PRJNA595105,GCA_018141485.1,Complete,"8,27859","72,0991",chromosome:NZ_CP060742.1/CP060742.1; plasmid unnamed:NZ_CP060743.1/CP060743.1,,2,6927,2021-04-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/141/485/GCA_018141485.1_ASM1814148v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/141/485/GCF_018141485.1_ASM1814148v1
Streptomyces ambofaciens ATCC 23877,Bacteria;Terrabacteria group;Actinobacteria,ATCC 23877,SAMN03921868,PRJNA93,GCA_001267885.1,Complete,"8,3936","72,168",chromosome:NZ_CP012382.1/CP012382.1; plasmid pSAM1:NZ_CP012383.1/CP012383.1,,2,7217,2015-08-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/885/GCA_001267885.1_ASM126788v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/885/GCF_001267885.1_ASM126788v1
Streptomyces angustmyceticus,Bacteria;Terrabacteria group;Actinobacteria,JCM 4053,SAMN21169134,PRJNA759542,GCA_019933235.1,Complete,"8,11638","72,2",chromosome:NZ_CP082945.1/CP082945.1,,1,6837,2021-09-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/933/235/GCA_019933235.1_ASM1993323v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/933/235/GCF_019933235.1_ASM1993323v1
Streptomyces anulatus,Bacteria;Terrabacteria group;Actinobacteria,YINM00001,SAMN22627480,PRJNA775803,GCA_020783455.1,Complete,"8,69077","71,6049",chromosome:NZ_CP086102.1/CP086102.1; plasmid pYINM00001:NZ_CP086103.1/CP086103.1,,2,7300,2021-11-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/783/455/GCA_020783455.1_ASM2078345v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/783/455/GCF_020783455.1_ASM2078345v1
Streptomyces aquilus,Bacteria;Terrabacteria group;Actinobacteria,GGCR-6,SAMN10531574,PRJNA508841,GCA_003955715.1,Complete,"10,394","70,8",chromosome:NZ_CP034463.1/CP034463.1,,1,9179,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/955/715/GCA_003955715.1_ASM395571v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/955/715/GCF_003955715.1_ASM395571v1
Streptomyces atratus,Bacteria;Terrabacteria group;Actinobacteria,SCSIO_ZH16,SAMN08612569,PRJNA436062,GCA_003330865.1,Complete,"9,64129","69,6",chromosome:NZ_CP027306.1/CP027306.1,,1,7845,2018-07-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/330/865/GCA_003330865.1_ASM333086v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/330/865/GCF_003330865.1_ASM333086v1
Streptomyces aurantiacus,Bacteria;Terrabacteria group;Actinobacteria,JCM 4677,SAMD00245496,PRJDB10510,GCA_014701115.1,Complete,"9,42839","70,3",chromosome:NZ_AP023440.1/AP023440.1,,1,7888,2020-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/701/115/GCA_014701115.1_ASM1470111v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/701/115/GCF_014701115.1_ASM1470111v1
Streptomyces auratus AGR0001,Bacteria;Terrabacteria group;Actinobacteria,AGR0001,SAMN02472162,PRJNA88535,GCA_000280865.2,Complete,"7,90145","71,4",chromosome:NZ_CP072931.1/CP072931.1,,1,6529,2021-04-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/865/GCA_000280865.2_ASM28086v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/280/865/GCF_000280865.2_ASM28086v2
Streptomyces avermitilis MA-4680 = NBRC 14893,Bacteria;Terrabacteria group;Actinobacteria,MA-4680,SAMD00061088,PRJNA189,GCA_000009765.2,Complete,"9,11989","70,6845",chromosome:NC_003155.5/BA000030.4; plasmid SAP1:NC_004719.1/AP005645.1,,2,7587,2001-10-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/765/GCA_000009765.2_ASM976v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/765/GCF_000009765.2_ASM976v2
Streptomyces bathyalis,Bacteria;Terrabacteria group;Actinobacteria,ASO4wet,SAMN14123578,PRJNA607178,GCA_015910445.1,Complete,"7,37747","70,2",chromosome:NZ_CP048882.1/CP048882.1,,1,6225,2020-12-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/910/445/GCA_015910445.1_ASM1591044v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/910/445/GCF_015910445.1_ASM1591044v1
